n,queue_mean,queue_std,priorityqueue_mean,priorityqueue_std
11772,0.20299184322357178,0.015685502546355454,0.3121048927307129,0.056303630435621484
706320,12.842009615898132,0.9532593597839873,15.75296151638031,1.6441252605227084
3531600,71.17241127490998,5.052995043802141,72.92563216686248,8.194155276724267
